ID_evaluacion,evaluacion,calificacion,sentimiento
120535,"Tengo uno, probé contacto con el fabricante sin éxito, me gustaría sugerir el reemplazo de la boquilla de salida de vapor. Es muy grande y literalmente inunda el piso, la ropa de cama absurda, incluso bromeé que debía usarse bajo cascadas como se muestra en la foto ilustrativa de la caja RSSS. Me quedé con él durante mucho tiempo y ahora con un clima muy seco, hice una adaptación, en la boquilla de salida de vapor recogí una taza de yogurt bucal, hice algunos agujeros pequeños para la salida de vapor y puedo usarla con una potencia mínima. #FicAadica para #elgin.",2,negativo
3672,Los cables tienen un buen final y dan la impresión de robustez.,4,positivo
39051,"¡Gran rendimiento, buena duración de la batería, todo muy fluido!",4,positivo
127819,"Hasta hoy las 24 horas del día, los 7 días de la semana, no he recibido el teléfono celular que permaneció el 11/5 y no una satisfacción de la empresa. Muy aburrido.",1,negativo
67288,"Conoció muy bien mis expectativas, tiene un sonido hermoso y un gran diseñador.",5,positivo
101075,"Lo compré, pero no lo he recibido hasta el día de hoy que ya no está por el tiempo, no me dice ni siquiera porque fue una demora, en serio, no compre no ser engañado como estoy siendo, estoy muy diseñado.",1,negativo
127978,"Pequeño pero operativo, ideal para talleres de patio pequeño. Recomiendo.",4,positivo
128539,¡Cumple con lo que promete! ¡Además de hacer pasta vegetal es una batidora! ¡Me encantó!,5,positivo
82238,"Al menos podría pintarse, proviene del color del plástico.",2,negativo
68993,"¡Muy bien, Pipocoira hace una palomita saludable y rápida y práctica de hacer!",4,positivo
58210,"¡Buenas tardes! La habitación llegó dentro de la fecha límite esperada.  Los compartimentos de la habitación están bien divididos. Me gustó la idea de la rotación. Desafortunadamente, llegó con un importante eslove en la pieza que forma la pared posterior del tocador (¡viruela!). También lo encontré muy denso, muy pesado y el material que cubre la superficie de los muebles es muy frágil, parece un papel. Después de montar, hay varias perforaciones que son visibles en las dos paredes laterales que devalúa los muebles y el recurso de la pegatina para disfrazar estos agujeros del tornillo empobreció el producto. No recomiendo este producto para aquellos que son detallados y se preocupan por la estética. Sandra",1,negativo
129923,"Hasta ahora no he recibido la factura del producto, encontré el producto débil",1,negativo
110877,"El producto vino bien empacado, envasado original, probado y todo está bien, y la entrega llegó mucho antes de la fecha esperada. Recomiendo.",4,positivo
106760,Mal proveedor. No entregó el producto. No lo recomiendo.,1,negativo
10579,El vendedor debe informar que la cobertura tiene imanes que perjudican el funcionamiento del dispositivo.,1,negativo
4893,La tienda no ha respondido a mis preguntas sobre la entrega,1,negativo
131596,"Bracelet lanzado el primer día de uso, me gustaría saber sobre Exchange",1,negativo
9690,¡Realmente me gustó el producto! Esta es la segunda vez que lo compré y lo recomiendo mucho ...,4,positivo
100021,Todavía no he recibido el producto. He estado tratando de cancelar desde el 4/17 y tampoco puedo. Este sitio es un spuling completo. Tendré que entrar en una acción para resolver mi problema.,1,negativo
129209,"¡Me encantó mi bota, súper cómoda! Super recomendación",4,positivo
129140,"El producto tiene un buen material, cerré los cajones bien y en los 2 días mi hijo de 8 meses descubrió cómo abrir. Si la intención es ponerse un bote o un entrenador para no abrirlo, ok ... pero el niño rápidamente descubrirá cómo abrirlo.",2,negativo
28862,"El teléfono celular con acabado premium, muy hermoso, a pesar de ser vidrio detrás y delante y tener problemas con las caídas más fácilmente vale la pena para la construcción, de hecho tiene IP68. Al ir al hardware, puede tomar fácilmente el mensaje, tiene un buen procesador y memoria, al hablar de memoria, con la actualización de Android Oreo puede descansar fácilmente, mi dispositivo tiene casi 20 GB sin memoria interna. Básicamente, eso es todo, dispositivo muy rápido, con buen rendimiento. Lo que me agrada mucho en él son las usabilidades, como acciones de motocicletas y otros utensilios. Sí, vale la pena la compra.",4,positivo
75159,"Llegó muy rápido, Grado de servicio 10, lo recomiendo a todos",5,positivo
43487,El vendedor no dijo que la televisión es solo HD y no Full HD. Falta de profesión.,2,negativo
83380,No puedo evaluar un producto que aún no haya recibido,1,negativo
52903,Recomiendo este producto electrónico de matorral para mis amigos y manicura.,5,positivo
20164,¿Cómo puedo evaluar un producto que aún no ha entregado?,1,negativo
119367,"Perfecto, hermoso, eficiente, es lo que esperaba, lo recomiendo ...",5,positivo
94407,No sostiene muy bien la botella. Ella no está muy fija en la bicicleta :(,2,negativo
14701,Buenas tardes no hay forma de evaluar el producto que no recibí mi producto.,1,negativo
101037,"No recibí el producto que quería Cellulles, lo que me llegó fue el celulos y eso no es lo mismo. Hice la solicitud de regreso pero me negaron. Estoy insatisfecho y sin usar el producto. Att., Vanessa Martins",1,negativo
48337,"Muy práctico, limpio muy bien y en cada esquina",4,positivo
114097,Muy interesante el kit. ENSEMBLACIÓN FÁCIL Y BUEN COST BAFINES.,5,positivo
61084,Perfume sin fijar ningún precio alto por baja duración,2,negativo
74258,"El paquete estaba bien. El libro parecía usado, con una cubierta arrugada y las primeras hojas desgarradas.",1,negativo
54512,"Recibí mi dispositivo el 03/03/2018 y hasta ahora ningún canal ha funcionado. Quiero devolver el dispositivo y cancelar la compra. En la caja del dispositivo llegó un número para ponerse en contacto si tiene un problema con el dispositivo, envié varios msgs y solo me dije que pronto se resolverá este problema. Estoy muy insatisfecho con este dispositivo, no cumple con lo que se revela.",2,negativo
82208,"¡Hasta ahora, el producto no se ha entregado dentro de la fecha límite estipulada, generando insatisfacción total y frustración del consumidor!",1,negativo
100087,Lo compré antes del lanzamiento y nada hasta ahora ... buscaré a Procon ... en las tiendas físicas había llegado antes del lanzamiento ... esto y una negligencia con el consumidor .....,1,negativo
69141,"No regreso porque aproveché los consejos, ¡la presión referida no tiene presión! ¡Horrible!",1,negativo
13431,¡Loco! La publicidad engañosa no es la marca Britán que toqué dinero,1,negativo
46262,"Un gran equipo merece 5 estrellas. De hecho, el producto es realmente las necesidades, encontré que la instalación un poco más compleja que resolví el problema.",4,positivo
53947,"Comprar ok, llegar bien, lástima que el dispositivo no funcione; Se bloquea mucho.",1,negativo
109660,"Mi producto vino con defecto, comprado para trabajar y no funcionó, regresé y veamos si uno que funciona, todavía tenía que mudarme de mi casa gasta gasolina y $ 7.50 para publicar el producto y ni siquiera sé cuándo tendré la misma espalda.",1,negativo
903,"Muy bien con el producto. Llegó a tiempo, todo como se prometió.",4,positivo
123836,"Dejó la computadora más rápido, no era necesario para cambiar la máquina.",4,positivo
66070,Es mejor. No hay forma de cometer errores ... dispensa comentarios ...,5,positivo
97132,"Devolví el producto y no devolví mi dinero. Me enviaron el kit equivocado, ahora no tengo el producto o mi dinero.",1,negativo
61203,"Me encantó tanto este teléfono celular, con mucha memoria, todo funciona bien y todo lo mejor",5,positivo
56303,Estoy satisfecho porque satisface todas mis necesidades,5,positivo
35407,"Este producto cuando se compra de distribuidores oficiales de la Compañía Jeunesse se aprueba al 100%. Las opiniones aquí son porque deben ser falsificadas. Compramos a la compañía cerrada y también vendimos suelto, pero solo para reventa. En ML también están vendiendo nuestros productos Jeunesse por debajo de la tabla de precios. Es sospechar. ¿No es así?",1,negativo
80954,"Excelente producto, he reproducido, probado, visto videos 4K, porque tengo PC y tarjeta de video que genera 4K, excelente y hermoso diseño satisface todas mis necesidades, me aconsejo, para mí, suministré todas mis necesidades, recomiendo.",5,positivo
37303,"Me gustó y lo recomiendo. Gran calidad, tamaño ideal para suministros escolares.",5,positivo
38448,"Recibí el producto con arrugado, primero estaba en la parte inferior, ahora me di cuenta de que la puerta también está arrugada.",1,negativo
128209,"No funcionó. Debido al precio y salir de la burocracia, abrí el saldo y fui un hilo suelto. Soldené y está trabajando.",1,negativo
74238,"Esta sandalia es realmente espectacular, súper hermosa y se adapta a todo ... súper querida, súper recomendable <3",5,positivo
34136,"¡Muy buen producto, funcional y de gran calidad!",5,positivo
25232,"Me encanta este producto, ¡el precio es genial! Tiempo de entrega de 20 días, pero no entregó porque no tenía acciones y también solo advirtió después de 25 días de espera. No me gustó la tienda de belleza en la web. Primero, para justificar la entrega tardía, reclamaron un problema con el transportista y solo después de 5 días dijeron que no tenían el producto en stock.",4,positivo
40626,"Me gustó mucho, me gusta lo bueno, fácil de disolver (nutricionista indica que es mejor tomar la noche porque está mejor absorbido) PD: En la primera semana puedes darte gases jajaja, ¡pero luego el cuerpo se acostumbra y pasa! Finalmente lo recomiendo.",4,positivo
23958,"Simple, práctico y rápido.  Compré para usar en el trabajo por la practicidad. El café está listo rápido y con la resistencia de acero inoxidable que puedo manejar sin preocuparme si el frasco se romperá. Me complace, pensando en comprar uno para mi casa también.",4,positivo
129127,¡Lo odié! Faltaban muchas piezas.  Tornillos y los trayes del armario.,1,negativo
70845,"Muy buen producto. Lleva más tiempo freír, pero los alimentos se someten a Ball Show. ¡Me gustó! Entrega, aunque a tiempo pensé que estaba tomando mucho tiempo. Fue mejor.",4,positivo
50490,"Hermoso estante, material de gran calidad y muy fácil de ensamblar. Valió la pena.",5,positivo
11203,El producto y la entrega perfecto fueron antes de la fecha límite. Muy bien,4,positivo
64090,Muy buen teléfono y fácil es fácil de entender la configuración.,4,positivo
76160,"Producto no recibido. Indicando que llegará el 05.Abr.2018. Por lo tanto, es imposible evaluar algo que aún no he recibido. Cuando recibe y comience a usarlo, puedo hacer alguna evaluación.",1,negativo
79403,"El producto es completamente diferente de la calidad anunciada e inferior, no original y no tiene el cable Tipo C.",2,negativo
82956,"Publicidad engañosa, si eso fuera así, me enviaría a mi ciudad y gastaría menos.",1,negativo
119594,¿Cómo se envía la evaluación de un producto si aún no ha llegado a mi residencia?,1,negativo
110438,Calzoncillos Varios colores que me gustó Super cómoda que puede comprar. Compraré de nuevo,5,positivo
88512,La absorción es buena y no deja que el olor a orina se apodere del apartamento.,4,positivo
110132,"Hermoso, práctico y hermoso, recomiendo la compra del producto.",5,positivo
36923,El producto llegó bien llegó antes de que se espere bien empacado,4,positivo
1975,Muy buen producto.,5,positivo
88498,"El producto del producto en cuestión es engañoso, ya que no hay este botón de volumen, sino otro tipo de botón, presionando (+ y -) y no girando. Tampoco hay información que ya viene con el marco, por lo que había comprado el marco por separado.  Me equivoqué, ya que el tipo de botón de volumen era decisivo para elegir el modelo del dispositivo.",2,negativo
27058,"No recibí el producto. El vendedor no entregó el producto, ni a tiempo ni más tarde. Tampoco se contactó, expresando interés en entregarlo.",1,negativo
104489,"Bien compró el producto llegó antes de la fecha establecida, pero cuando fui a usarlo estalló muy mal en el producto, contacté al proveedor, estaba bien servido, pero tuve que gastar otros $ 17.00 con correo para enviar el producto defectuoso y hasta ahora no he tenido una respuesta que el producto llegó las 24 horas, los 7 días de la semana y no me he dado una respuesta.",1,negativo
47668,"Batería mala ... se hinchó menos de 1 mes y el teléfono se apaga con un 90% de batería. Desafortunadamente, el intercambio de esto no fue bueno.",1,negativo
92529,"El embalaje viene con información en varios idiomas, pero no golpean. Aparte de eso todo bien.",4,positivo
44913,"Un b **** ... Compré dos juegos de mesas y sillas, respetaron el tiempo de entrega, pero vinieron con defecto, contacté, más de 10 días para responder al primer correo electrónico, luego envié otra respuesta sobre las condiciones del producto con foto y adjunto NF-E, detallando el problema y mostrando los defectos. Hasta el día de hoy nada.  No lo recomiendo.",1,negativo
129794,Muy práctico. Conocí todas mis expectativas.,5,positivo
1124,Muy buen producto. Satisfizo las necesidades.  La entrega también estuvo dentro del período estipulado.,4,positivo
116052,"El producto incluso parece ser bueno, pero compra y no recibe. Sea consciente de ello.",1,negativo
61643,"Estoy satisfecho con mi compra, es eficiente y silencioso, creo que tomé la decisión correcta,",4,positivo
21545,"¡La calidad es terrible! No puedo creer que haya gastado todo este producto que si lo hubiera hecho en casa, ¡lo habría hecho mejor! La parte superior es incluso buena, pero la falda es cachonda ... ¡Estas tiras de maletas están con TNT (mucha zorra)! Tendré que encontrar una manera de ver si puedo mejorar la fantasía, de lo contrario me avergonzaré. No lo recomiendo. El collar también es ridículo.",1,negativo
106782,"Muy buen producto. Cumplió con las expectativas. Grande, con capacidad para lavar en silencio una manta queen.  Me encantó mi nueva adquisición.",4,positivo
59200,"Excelente producto, entrega en tiempo récord. Estoy enamorado de mi Galaxy S8",5,positivo
17577,"El sitio debe asumir la responsabilidad de tener un socio que pueda entregar el producto que ya solicite cancelar este pedido. Compañía con un 73% de quejas en SAIT que no entrega, etc.",1,negativo
114629,"Llegó antes del tiempo de entrega, pero llegó con defectos desgarrados en la esquina .....",1,negativo
3023,"Me encantó cómo algunas personas dijeron que son muy pequeñas, pero me gustó que no se rompiera, la tapa del pequeño llegó al tamaño correcto que lo indica ...",4,positivo
43557,"Producto incluso más grande de lo imaginado, muy bueno ... ¡Me encantó!",4,positivo
86376,Producto de gran calidad y beneficio de costos! ¡Super recomendar!,5,positivo
39090,"Hay personas que quieren ver el milagro, si su cabello está seco, necesita tratar, ¡no se suma a querer pasar el tablero y en un pase mágico tiene el cabello perfecto!",5,positivo
20635,"Realmente me gustó el juego de toallas. El costo y el beneficio llenan lo que necesito. Aunque no son toallas gruesas, lo limpian muy bien. Tampoco son ásperos. Estaba satisfecho con esta compra.",4,positivo
74350,El producto llegó antes de la fecha esperada y suministra mi necesidad.,5,positivo
46453,Fue bueno haber comprado este producto es que el precio también fue muy bueno,4,positivo
63677,Reemplacé un enrutador de 150 megas con este 300 y el resultado es ser excelente. Compra aprobada !!,4,positivo
49961,"Pros: hermoso diseño; Bien televisión; Audio e imágenes razonables; Botón Netflix en el control.  Contras: TV se reinicia solo y se bloquea varias veces; Varias aplicaciones innecesarias y no tenemos la opción de desinstalar; Opción ""Menú"" con características complejas; Cable de salida pequeña.  Control: sin brillo, botones de ""volumen"" y ""canal"", lo que hace que sea imposible encontrar opciones en la oscuridad e incluso al tacto.  *¡Paga la carga! El mío era envío gratuito, pero tardó 30 días en llegar.",2,negativo
72816,"Muy mal material, me rompió el costado, luego me quejé para intercambiar, mucha burocracia, tiene que tomar fotos, marcar números las piezas, enviarlas y esperar, todavía tiene la cara de hablar que tiene la apertura y hacer las piezas en el momento de la entrega, salvarme ... absurdo ...",1,negativo
69593,"¡Una de mis mejores adquisiciones de los últimos tiempos! Perfume fresco y limpio, proporciona la sensación prolongada de un buen baño. ¡FIJACIÓN SUPERIOR A LA IMPORTADA! ¡Estaba muy contento con la adquisición!",5,positivo
61141,Realmente me gustó la sartén.,4,positivo
19832,Me gustaría saber cómo recibir la bota correcta,1,negativo
66581,El control llegó pero no funcionó. Regresé por la oficina de correos. Traté de contactarnos por correo electrónico pero me ignoré. Perdí mi dinero.,1,negativo
99964,"Además de que el cabello era muy delgado, en los extremos, contacté, con el vendedor, y entré y contactó, para resolver, y no dijo que nada, tuve que usar el cabello como ese, salí muy roto, cayó mucho porque los tamaños no son lo mismo. Me gustó. mal servicio",2,negativo
17145,Es necesario especificar las dimensiones del producto para que podamos comparar con el espacio que proporcionamos.,2,negativo
9765,El producto es inútil. No corta el cabello y aún duele la piel. No sirve de nada. Lo encontré horrible.,1,negativo
122171,"La imagen es buena, pero no toma bien Internet y bloquea muchos sonido de mala calidad, simplemente no volveré a no estresarme demasiado",2,negativo
117771,"Muy recomendable, entrega rápida y de forma segura.",5,positivo
57053,"No lo recomiendo, porque hasta hoy no he recibido. Serán 2 meses de compra y hasta ahora nada. Probablemente no volveré a comprar en el sitio.",1,negativo
31167,"Esperaba que el producto tuviera más calidad. La parte lujosa se desató en una Beradinha, no intenté cambiar porque mi bebé no está exento de Pepa ... estaba un poco molesto ...",2,negativo
36727,"Compré pensando que el producto no era el mejor ... pero, de hecho ... es lo peor ... el forro es plástico ... de la más vagabundo ... la rueda ... si miras que se rompe dentro al unir el forro al material de la maleta no tiene una cremallera sin cursor ... ya se abre ... es desechable ...",1,negativo
35091,No recibí el producto a la fecha actual. Estoy muy insatisfecho,1,negativo
35619,"Excelente tiempo de entrega, excelente producto. Opciones de garantía.",4,positivo
11397,¡Producto de muy buena calidad y entrega a tiempo!,5,positivo
114659,"producto muy débil, en la foto parece ser más resistente y aún no ha funcionado",1,negativo
41453,Gran producto de la forma en que quería llegar mucho antes de la fecha límite,5,positivo
24255,"Entrega antes de la fecha límite, y todo en orden. Recomiendo.",5,positivo
123631,"En el título y la portada del libro especifica que el producto viene con un CD.  Sin embargo, el CD no vino.",2,negativo
113836,"Producto de gran calidad con excelente precio. La entrega llegó antes de la fecha límite. Para aquellos que estén interesados, recomendados.",5,positivo
72071,"Entrega antes de la fecha límite, pero el anuncio dice que Electric More llegó MultePERATA",2,negativo
28475,"No me gusta discutir, pero estoy aquí exponiendo la mía, que quiere hacer sus pruebas, un gran aspecto, un producto hermoso, un posicionamiento de oído perfecto, tenía todo para ser el teléfono, compré tres, la peor compra que hice, lo más importante que es genial, el sonido, mi, para que lo esencial que Oudio Sincned, horrible, total decepciones, no recomiendo, y no compro los buenos productos que he comprado más en la red que en la red que en mi ciudad, que también tengo la red, así que tengo la red, así que tengo la red, así que tengo la red, así que tengo la habitación, lo que tengo la habitación, así que tengo la habitación, así que tengo la habitación. Lo mismo para criticar, querer vender, obtener el audio, porque de esa manera, lamento que nadie lo apruebe.",1,negativo
9430,"Las piezas se ven frágiles, pero en general la máquina es muy buena.",4,positivo
38103,El producto vino con defectos después de casi 1 mes pude estar en contacto con la mega compañía en la que vendió el producto y me reembolsaron,1,negativo
49011,"No recibí todo mi pedido, no me reembolsé. No puedes confiar en la tienda.",1,negativo
212,"He pagado hace 30 días y no he llegado hoy, por favor posicioname",2,negativo
36135,"La película es de vidrio, de hecho, pero no cubre los bordes; Está solo en el medio.",1,negativo
79524,"Me gustó, pero podría ser mejor. El precio sugiere un buen producto, ¡pero lo evalúo como regular!",2,negativo
82194,¡Decepcionado! No recibí un producto que sea para el regalo de bodas de mi sobrina ... ¡Se casa la próxima semana y no sé quién cobra más la entrega!,1,negativo
35047,"Este sitio ofrece esta máquina fotográfica basada en, pero compré una y me entregué esa vieja máquina con cargador construido, pasador aburrido, este tipo de pin está prohibido en Brasil solo tres alfileres, por lo que ya ni siquiera debería venderse.",2,negativo
35035,Muy buena calidad volveré a comprar ..................................,5,positivo
120091,"Además del retraso en la entrega, llegó un tóner chino que es un tóner totalmente de calidad.",1,negativo
47397,"El dispositivo es bueno para lugares lisos, en el área del berro donde está arrugado, son más que tomar con las pinzas. Recomiendo.",2,negativo
20306,"El producto hermoso, funcional y de vidrio puede expuesto a altas temperaturas versátiles y el plástico de las tapas es flexible, me encantó",5,positivo
118950,"No lo recomiendo, ¡el producto no hace nada más fácil! Para mí que tengo tendinitis en los puños, me hizo muy difícil manejar. Simple no pude hacer nada.",1,negativo
100155,"Publicidad engañosa, muestra una cosa y vende otra. No apruebo.",1,negativo
20828,"Pusieron una foto que no coincide con el recibido. Compré basado en la foto y el ""Sand Bab"" es otro totalmente distinto y peor, tanto en la mecánica como en la calidad. Engaño. Pedí recuperar dinero y hasta ahora no he recibido un correo electrónico.",1,negativo
94682,"Llegó dentro de la fecha límite esperada, producto de gran calidad. Respondió perfectamente a mis expectativas.",5,positivo
85478,Recomiendo este producto a todas las amas de casa. Recomiendo este sitio para la eficiencia y la velocidad de entrega.,5,positivo
15166,El producto no se ha entregado ... .............................................,1,negativo
103335,Estoy muy satisfecho con la adquisición de la impresora,4,positivo
29036,Muy buen producto! Llegó antes de la fecha límite. ¡Lo recomiendo!,4,positivo
109270,"Para mí estaba regulado porque estoy esperando la mochila de juguete de mi hija, nadie más me dice nada",2,negativo
30994,"Horrible no funciona, vengo basura de productos rascados",1,negativo
94802,No me gustó el producto de la calidad pesimal para no separarse.,1,negativo
66221,He usado mucho más barato que mantuvo el orina por más tiempo.,2,negativo
84756,"Muy bien, queda por desear en la falta de botones en la televisión.",5,positivo
27263,"Escala de material muy débil y no funciona, cada hora muestra un peso diferente y el puntero está temblando. Estoy tratando de devolver este producto y no me resolví.",1,negativo
111816,"Recibí otro producto, a diferencia de lo que compré. Intento hacer el intercambio del sitio y no puedo terminar. Da información de que había un problema con la conexión. Totalmente insatisfecho.",1,negativo
68829,Nova Ink ya tiene una falla en la impresión ... como si estuvieran al final,2,negativo
119756,"Compré SO M debido a las evaluaciones de algunas personas que comentan que era un modelado más grande. Cuando llegó, realmente algunas piezas eran perfectas para mi tamaño, otras (unas tres piezas) son extremadamente pequeñas, como pp. Y la tela también deja mucho que desear en términos de calidad.",1,negativo
117050,"El producto vino con carga y cuando se trata de recarga no se transporta, ya enviado mensaje ya intentó contactar al proveedor, pero lo mismo no responde, estoy esperando la respuesta del proveedor al intercambio. noemia",1,negativo
54205,"Compré un LED de Samsung de 49 ""y solo 35 días después de que terminó la garantía del fabricante, cuando giró el televisor en el soporte de la pared, la pantalla se rompió internamente, obteniendo un gran lugar en todo el lado izquierdo del televisor, no imposible de ver, pero interrumpí mucho. Fui a asistir y no podrían hacer nada más que cambiar el LED interno de un valor de $ 2,200, o el valor de una nueva. Aparecí y compré una sert de pantalla.",1,negativo
68611,"Mi dispositivo Zenfone tiene 2 meses de soporte técnico, el Fondo de Backyard, que se le llama, no tiene compromiso con el consumidor, están haciendo todo lo posible para evitar el reembolso.",2,negativo
121981,Usted compra el producto y la empresa no entrega lo mismo.,1,negativo
196,Lo recomiendo muy bien.,4,positivo
76745,"Muy bueno, excelente producto, funciona perfectamente",4,positivo
114926,"Lo recomiendo muy bien, no bloqueo, súper rápido, estoy satisfecho",5,positivo
104792,"El aparato cumplió con todas mis expectativas. Solo tenía un pequeño problema para abrir la bandeja de poner el chip, pero por ignorancia propia. ¡Increíble cámara, sin bloqueo y batería dura horrores! Super recomienda con los ojos cerrados.",4,positivo
101936,¡El producto es cómo imaginé y la compra y la entrega fueron geniales!,4,positivo
57440,Gran precio. Y tiempo de calidad con la familia. Aaaaaah jfufhdk n turno de cambio erich,4,positivo
22480,"Un absurdo enviar un producto sin pruebas. El producto debe estar apoyado, ya que la batería había terminado. Después de cambiar la batería, el producto cumplió con las expectativas.",2,negativo
84947,"El vendedor ""sintomático"" entregó un producto totalmente diferente del solicitado, por lo que mi evaluación es mala, tuve que abrir 2 protocolos sobre el problema y solo en el segundo recibí las instrucciones de retorno.",1,negativo
33363,"Excelente producto y entrega incluso antes de la fecha límite, me gustó mucho",5,positivo
110307,"No hay forma de poner a Netflix, y esto obsoleto",1,negativo
34957,"Los primeros meses fueron geniales, un mes para ganar la garantía comenzó sola. Lo envié a autorizado y notaron el defecto, pero dos meses después y ya fuera de garantía, el televisor comenzó con el mismo defecto.",1,negativo
124543,Compras papaya y obtienes limón podrido. Compras una sartén de 14 y obtienes un plato de vidrio. Confiar en,1,negativo
49034,"Pedido: 02-661120101 Quiero que me devuelvan mi dinero, nadie está interesado en resolver mi problema, buscaré mis derechos.",1,negativo
36231,"Compré y sorprendí. La entrega fue rápida y el producto de muy buena calidad. Funcionó muy bien, rápido, hermoso gabinete. Nominar",5,positivo
107732,En la segunda aplicación creo que tengo una mejor evaluación.,4,positivo
56442,"El producto vino defectuoso. En este punto, la impresora está en asistencia técnica.",1,negativo
85748,"La imagen y el sonido dejan mucho que desear, solicité la devolución",1,negativo
34742,"Buenos días luces bien, pero no encontré un sello inmetro, ¿tienen esta garantía?",2,negativo
63270,"Quiero comprar solo que no tenga la numeración que quiero el 36, y generalmente no creo que uno en esta numeración",4,positivo
114709,"Gran libro nos hace llegar a la historia, llevarte a otro mundo. Donde puedes sentir al protagonista de la historia. De hecho, es uno de los mejores libros que tuve el placer de leer. Su historia en movimiento que tiene el poder de arrestar al lector. Estaba encantado por el trabajo es un libro que leeré una y otra vez. Muy bien, incluso me encantó.",5,positivo
51356,No estoy satisfecho con la empresa de este producto. No envíe una satisfacción de la entrega de retraso. La fecha límite para que yo reciba sería el 1 de marzo del año en curso.,1,negativo
50530,"Me encanta la cafetera de café del dúo de Britania, no necesito una sartén sucia o termo y no tengo desperdicio (porque solo yo tomo). Es muy práctico y hace que el día se facilita mucho. El café es muy bueno. ¡Probé usando para calentar el agua y agregar ""café con leche en polvo"" en la taza y TBM con sache de té y la cafetera respondió muy bien! Solo encontré el frágil filtro de polvo, porque se ve un poco roto, pero creo que es característico del producto. Por la cantidad pagada y la practicidad ofrecida, considero una de las mejores adquisiciones que hice ... No sé cómo no lo sabía antes.",5,positivo
103147,"Muy buena lonchera, fácil limpieza y muy práctica.",5,positivo
65562,"Lamentablemente, el teléfono dejó de funcionar el otro día siendo totalmente bloqueado.",1,negativo
39292,"Entrega rápida, excelente producto, lo recomiendo a todos. Definitivamente volveré a comprar.",5,positivo
38377,"Me parece muy divertido que ahora en el sitio esté ofreciendo 31 días para la entrega, y compré el mío a principios de enero y es una fecha límite para el 19 de marzo, la factura se ha emitido durante mucho tiempo y nada de entrega, desprecio total, otros bienes que compré en el sitio que también está con este retraso, este sitio después de que comenzó a asociarse con otras tiendas es basura.",1,negativo
97265,Gran calidad de buen producto de servicio entregado antes de la fecha límite,5,positivo
70650,"Los componentes son incompatibles entre sí, y no son posibles ensamblarlos. Tuve que hacer muchos ajustes (en lo que era posible) y con eso el final fue terrible.",1,negativo
96437,"En la aplicación dice que fue entregado, pero no lo fue. Y no hay correo electrónico para contactarnos.",1,negativo
86240,¡Tomó mucho tiempo llegar! ¡El producto no es bueno! ¡Se quitó muy rápido en el primer entrenamiento! ¡No recomiendo este producto de Puma One 17 .1 FG muy molesto con esta bota!,1,negativo
129798,Producto de la excelencia! ¡Fácil de manejar y de gran calidad que deja el cabello alineado y suave!,5,positivo
117221,"Me gustó porque es fácil de comprar, y la entrega es exactamente como está escrita, el producto siempre llega el día acordado.",5,positivo
2900,Producto de gran calidad con entrega a tiempo. Recomendar,5,positivo
17084,"Me encantó el teléfono celular ... Memoria fantástica, fotos y excelentes programas para acceder a los programas. No me gustó mucho la pantalla curva ... Primero es muy difícil encontrar películas que se establezcan bien ... Compré una izquierda en dos semanas, y la pantalla curva te hace tener algunas dificultades al escribir o hacer clic ... ¡Pero nada que me hizo arrepentir ...!",4,positivo
112461,"Solicito intercambio, el mío vino con defecto. Hasta ahora no hubo solución.",2,negativo
58324,"Compré el reloj para recomendaciones. Al llegar a mi residencia, lo mismo no llamó, por consejos lo llevé a llevar, así que después de un tiempo llamó. El otro día, el reloj comenzó a apagarse solo. No puedo usar lo mismo porque se mueve un poco ya se apaga, también me di cuenta de que no tiene forma de cambiar el tipo de reloj es solo en un número muy feo con números romanos. De todos modos, estoy totalmente insatisfecho con el reloj y no lo recomiendo. Sinceramente Guilherme B.",1,negativo
91930,"Excelente producto, entrega rápida, con envío gratis fue aún mejor. ¡El producto es simplemente fantasía! En poco tiempo puedo limpiar toda la casa, sin tener que entregar el agua, sin tener que torcer la tela de piso, esto es maravilloso,",5,positivo
29426,"Me gustó mucho, es más hermoso que imaginé, llegué hoy no lo he usado, pero la primera impresión fue excelente, llegó antes de la fecha esperada, muy satisfecha.",5,positivo
115558,"Producto hecho con piezas de Armor Mark41 de Iron Man, excelente aleación de metal, incluso para hacer diamantes si golpeas un trozo de carbón.",5,positivo
103998,"¡No lo recomiendo! En la foto, dice que es de Inoar, cuando recibí el producto pronto vi que no es original porque no hay lugar en las botellas de la marca de inoar, producto falsificado, aún no lo he probado, ¡no compro una cosa para vender y entregar otra!",1,negativo
131550,"La marca LG para TV no tiene a nadie. Ya compré otros televisores LG y nunca me di ningún problema. Este modelo en cuestión de gran beneficio de costo. Imagen clara, sólida, muy buena. Encontré el grosor un poco más grande en la foto que se muestra. Pensé que era más delgado. Pero para usarlo en la habitación sirve muy bien.",5,positivo
62479,"Cancelé el producto y hasta ahora no me he reembolsado, hay más del mes.",1,negativo
32474,"Excelente teléfono me sorprendió con su agilidad en las respuestas, la batería dura aproximadamente 02 días y las cámaras ni siquiera hablan tan perfecta que es. El material de lo que se hace es sorprendente y ha llegado a tiempo.   De división",5,positivo
